Name,CreatedBy,CreatedOn,Category,FloorName,Description,ExtSystem,ExtObject,ExtIdentifier,RoomTag,UsableHeight,GrossArea,NetArea,,,,,,
2B18,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,PH TECH,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641ce,n/a,2.4,9.5243,9.5243,,,,,,
2B19,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641d1,n/a,2.4,8.8758,8.8758,,,,,,
2B20,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,Second Floor,JAN. CL.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641d4,n/a,2.4,3.2362,3.2362,,,,,,
2B21,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,PH SUPER,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641d7,n/a,2.4,9.2509,9.2509,,,,,,
2B22,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,Second Floor,M. TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641da,n/a,2.4,5.1672,5.1672,,,,,,
2B23,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,BEE TECH,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641dd,n/a,2.4,10.7975,10.7975,,,,,,
2B24,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,BEE TECH,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641e0,n/a,2.4,9.776,9.776,,,,,,
2B25,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 41 14: Soiled Storage Room Space,Second Floor,SOIL. UTL. / TRASH,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641e3,n/a,2.4,7.4637,7.4637,,,,,,
2BS2,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 21 11: Stairway,Second Floor,STAIR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641e6,n/a,2.4,15.4516,15.4516,,,,,,
2CS3,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 21 11: Stairway,Second Floor,STAIR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641ed,n/a,2.4,15.2659,15.2659,,,,,,
3D01,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 17: Mechanical Room,Roof - Main,MECH. PENTHOUSE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00064426,n/a,4.7,64.8322,64.8322,,,,,,
3AC1,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 31 99: Other Transitional Circulation Spaces,Roof - Main,ROOF,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-0006442f,n/a,4.7,99.1595,99.1595,,,,,,
2CC5,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,6ae62e9f-c4f8-4a10-907f-395bff37d35f-00064541,n/a,2.4,8.1288,8.1288,,,,,,
2D21,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-11 11 17: Classroom,Second Floor,LIBRARY / CLASSROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,6ae62e9f-c4f8-4a10-907f-395bff37d35f-0006459f,n/a,2.74,27.3034,27.3034,,,,,,
1F01,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 11: Equipment Room,First Floor,MECH. YARD,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,57e65f4f-3757-48a1-9329-81e8d167ef51-0007288d,n/a,2.4,80.0652,80.0652,,,,,,
2R02,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 11 99: Other General Facility Service Spaces,Second Floor,ROOF,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3e4a1cfa-5459-4224-b8c7-30086a579509-00072895,n/a,4.7,603.3827,603.3827,,,,,,
2R01,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 11 99: Other General Facility Service Spaces,Second Floor,ROOF,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3e4a1cfa-5459-4224-b8c7-30086a579509-00072899,n/a,4.7,54.8735,54.8735,,,,,,
3R01,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 11 99: Other General Facility Service Spaces,Roof - Main,ROOF,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3e4a1cfa-5459-4224-b8c7-30086a579509-00072cca,n/a,4.7,1569.5374,1569.5374,,,,,,
3R02,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 11 99: Other General Facility Service Spaces,Roof - Main,ROOF,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3e4a1cfa-5459-4224-b8c7-30086a579509-00072ccd,n/a,4.7,13.3009,13.3009,,,,,,
3R04,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 11 99: Other General Facility Service Spaces,Roof - Main,ROOF,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3e4a1cfa-5459-4224-b8c7-30086a579509-00072cd1,n/a,4.7,15.1622,15.1622,,,,,,
3R03,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 11 99: Other General Facility Service Spaces,Roof - Main,ROOF,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3e4a1cfa-5459-4224-b8c7-30086a579509-00072f4d,n/a,4.7,58.0495,58.0495,,,,,,
1F02,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-91 11 11 33: Loading Dock,First Floor,LOADING DOCK,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,b1beebc5-cfa5-45b7-81dd-e52406a55eb2-00078d3e,n/a,2.4,80.0647,80.0647,,,,,,
Site,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 31: Service Distribution Spaces,Site,Site,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,bd273851-3af3-4147-9a18-7588c2834261-000d66f7,n/a,9.25,1241.0293,1241.0293,,,,,,
