Name,CreatedBy,CreatedOn,Category,Description,AssetType,Manufacturer,ModelNumber,WarrantyGuarantorParts,WarrantyDurationParts,WarrantyGuarantorLabor,WarrantyDurationLabor,WarrantyDurationUnit,ExtSystem,ExtObject,ExtIdentifier,ReplacementCost,ExpectedLife,DurationUnit,WarrantyDescription,NominalLength,NominalWidth,NominalHeight,ModelReference,Shape,Size,Color,Finish,Grade,Material,Constituents,Features,AccessibilityPerformance,CodePerformance,SustainabilityPerformance,Area,Length,
Fan- Centrifugal Air Foil,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 35 17 27: Centrifugal Fans,"Centrifugal, Air Foil Fan, With Internal Vibration Isolation, Double Wall Insulated Cabinet, Mounted in AHU With Variable Frequency Drive",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,66aac788-31b4-4056-932a-5bd71163e780-000e05fd,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fan- Roof Mounted Type 2,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 35 17 27: Centrifugal Fans,"Centrifugal Roof Mounted, Motorized Damper, Prefabricated Curb",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,66aac788-31b4-4056-932a-5bd71163e780-000e0629,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fan- Roof Mounted Type 3,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 35 17 27: Centrifugal Fans,"Centrifugal Roof Mounted, Motorized Damper, Prefabricated Curb",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,66aac788-31b4-4056-932a-5bd71163e780-000e062b,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fan- Roof Mounted Type 4,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 35 17 27: Centrifugal Fans,"Centrifugal Roof Mounted, Motorized Damper, Prefabricated Curb",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,66aac788-31b4-4056-932a-5bd71163e780-000e062d,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
VAV 100 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 70 21 24 14: Variable Volume Air Terminal Units,100 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7c63f3aa-7232-4704-8f88-d5b4c683bcca-000f3401,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
VAV 125 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 70 21 24 14: Variable Volume Air Terminal Units,125 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7c63f3aa-7232-4704-8f88-d5b4c683bcca-000f3403,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
VAV 225 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 70 21 24 14: Variable Volume Air Terminal Units,225 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7c63f3aa-7232-4704-8f88-d5b4c683bcca-000f347b,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Backflow Preventer,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-65 55 14 21: Non-Return Valves for Liquid Services,20 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a4b,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Ball Valve 50 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-65 55 14 17: Adjusting/Controlling Valves for Liquid Services,80 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a4c,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Ball Valve 65 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-65 55 14 17: Adjusting/Controlling Valves for Liquid Services,65 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a4e,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Ball Valve 80 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-65 55 14 17: Adjusting/Controlling Valves for Liquid Services,80 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a50,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Ball Valve 100 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-65 55 14 17: Adjusting/Controlling Valves for Liquid Services,100 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a52,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Ball Valve 150 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-65 55 14 17: Adjusting/Controlling Valves for Liquid Services,150 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a54,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Air Separator,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 50 17: Supply Air Treatment,Centrifugal Air Separator,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,410379a1-e1e5-45e3-965a-befd0a26fe3e-000d953d,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
M_Tee - Generic_Tee - Generic,bill.east@us.army.mil,2013-12-30T08:58:12,23-27 39 00: Piping,M_Tee - Generic: Tee - Generic,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c89aa,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
M_Cross - Generic_Cross - Generic,bill.east@us.army.mil,2013-12-30T08:58:12,23-27 39 00: Piping,M_Cross - Generic: Cross - Generic,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c89ab,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
M_Elbow - Generic_Elbow - Generic,bill.east@us.army.mil,2013-12-30T08:58:12,23-27 39 00: Piping,M_Elbow - Generic: Elbow - Generic,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c89ac,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
M_Transition - Generic_Transition - Generic,bill.east@us.army.mil,2013-12-30T08:58:12,23-27 39 00: Piping,M_Transition - Generic: Transition - Generic,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c89b6,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fire Protection,bill.east@us.army.mil,2013-12-30T08:58:12,23-27 39 00: Piping,Pipe Types: Fire Protection,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Plumbing.PipeType,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a0c,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fire Extinguisher Cabinet,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-65 70 17 11: Fire Fighting Terminal Components,Fire Extinguisher Cabinet:305 x 215 x 813mm:305 x 215 x 813mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,374ab686-af0f-400a-816a-f713a899285f-000559d4,180,20,year,n/a,232,394,774,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Grab Bar Type B,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-40 20 21 47: Bath Grab Bars,Bathroom Grab Bar: 8370-001420,Fixed,n/a,8370-001420,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,cfdfa24f-c3f8-4499-ba99-b182d3a15984-0006904a,n/a,10,year,n/a,1066,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Grab Bar Type A,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-40 20 21 47: Bath Grab Bars,Bathroom Grab Bar: 8370-001300,Fixed,n/a,8370-001300,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,cfdfa24f-c3f8-4499-ba99-b182d3a15984-0006904e,n/a,10,year,n/a,762,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Mirror,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-40 20 21: Toilet and Bath Specialties,Mirror 600mm x 900mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,491f0d0e-7f2d-488d-b36d-7e584cc98a4e-0006adf7,n/a,5,year,n/a,n/a,610,914,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Shower Seat,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 11 17: Shower/Bath Seats,"ADA Shower Seat 17"" Depth x 18 1/2"" Width",Fixed,n/a,DSGBFSTADA-WHT,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,491f0d0e-7f2d-488d-b36d-7e584cc98a4e-0006c497,n/a,10,year,n/a,430,570,194,n/a,n/a,n/a,White,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Towel Dispenser,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-40 20 21 17: Paper Towel Dispensers: Disposal Units,Multi Purpose Towel Dispenser,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4d502157-27e4-4a86-8624-bd751fa41135-0006ca5d,n/a,10,year,n/a,102,324,435,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Water Closet P-9050,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 21 11 11: Water Operated Water Closets,Water Closet,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a49,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Drinking Fountain R-2201,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-65 70 14 11: Drinking Fountains/Coolers,Drinking Fountain with Dispenser,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a56,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
M_Floor Drain - Round_125 mm Strainer - 100 mm Drain_FD,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-31 27 00: Floor Drains,M_Floor Drain - Round: 125 mm Strainer - 100 mm Drain,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a58,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Lavatory P-3070,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14: Sinks/Lavatories,Lavatory,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a5a,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Shower P-5040,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 21 11: Bath/Shower Units,Shower,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a5e,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Sink D-0795,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14: Sinks/Lavatories,"Sink, CRS, 18 Ga. 250 X 350 X 250",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a60,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
M_Sink - Mop_710 mmx710 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14: Sinks/Lavatories,M_Sink - Mop: 710 mmx710 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a62,n/a,n/a,year,n/a,762,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Urinal P-8150,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 21 11 21: Urinals,25 mm Flush Valve,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a64,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Mop Basin P-4700,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14: Sinks/Lavatories,"Basin, Mop, Service",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a81,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Equip-P5210,bill.east@us.army.mil,2013-12-30T08:58:13,23-45 05 14 17: Showers,Safety Shower,Fixed,n/a,G1994,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,be797af1-d9c9-4a3e-b0f5-b14855f67e69-000da6bd,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Water Closet P-9050M,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 21 11 11: Water Operated Water Closets,Water Closet,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,ea7f27f7-8437-4d61-adf2-4568a16088cb-000de789,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Lavatory P-3100,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14: Sinks/Lavatories,"Lavatory, Clinic",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,800c91b5-c87d-4570-a3fa-0be6b6b6ab1c-000e0fdb,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Sink CS-090M,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14: Sinks/Lavatories,"Sink, Counter, Mod, 190 X 483 X 406",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,800c91b5-c87d-4570-a3fa-0be6b6b6ab1c-000e0fdd,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Sink P-6500,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14: Sinks/Lavatories,Sink,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,800c91b5-c87d-4570-a3fa-0be6b6b6ab1c-000e0fdf,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Sink CS-180A,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14: Sinks/Lavatories,"Sink, Counter, 304 X 559 X 406 Mod. Drop-in",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,800c91b5-c87d-4570-a3fa-0be6b6b6ab1c-000e0fe1,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Sink CS-180M,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14: Sinks/Lavatories,"Sink, Counter, 304 X 559 X 406 Mod. Drop-in",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,800c91b5-c87d-4570-a3fa-0be6b6b6ab1c-000e0fe3,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Sink D-0800,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14: Sinks/Lavatories,"Sink, CRS, 304 X 508 X 406",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,800c91b5-c87d-4570-a3fa-0be6b6b6ab1c-000e0fe5,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Workstation D-0935M,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14 17: Plaster Sinks,"Workstation, Dent. Lab Plast. W/813 X 406  Sink (DCA)",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,800c91b5-c87d-4570-a3fa-0be6b6b6ab1c-000e0fe7,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Workstation D-0985,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14 14: Clinic Sinks,"Worksation, Infect. Control",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,800c91b5-c87d-4570-a3fa-0be6b6b6ab1c-000e0fe9,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Sink CS-150,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-45 05 14 14: Sinks/Lavatories,"Sink, Counter, 250 X 415 X 340",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,10e31881-a654-4cdf-8bf4-dd1369133d23-000e1335,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Equip-A1066,bill.east@us.army.mil,2013-12-30T08:58:13,23-40 20 21: Toilet and Bath Specialties,Mirror 455mm x 915mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4eb2de81-d10d-4112-88b5-6bf55cdb7081-000e3623,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
BLOOD GAS ANALYZER,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-40 70 11 14 11: Medical Equipment,BLOOD GAS ANALYZER,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7caca626-a95d-446a-a36d-72ddf39db4ec-000df7f5,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
PH Meter,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-40 70 11 14 11: Medical Equipment,PH Meter,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,24dfde27-f9f7-430a-965e-ed98f6fbea47-000dff40,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
PH MONITOR,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-40 70 11 14 11: Medical Equipment,PH MONITOR,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,24dfde27-f9f7-430a-965e-ed98f6fbea47-000dff4e,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
X-Ray,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-40 70 11 14 11 27: Radiology Equipment,X-Ray Machine,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,8a99b7e6-0d53-4b97-ba23-1728d875e66f-000e0f2e,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
