Name,CreatedBy,CreatedOn,Category,SheetName,RowName,CoordinateXAxis,CoordinateYAxis,CoordinateZAxis,ExtSystem,ExtObject,ExtIdentifier,ClockwiseRotation,ElevationalRotation,YawRotation,,,,
24_431006_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,24_431006,-139.50357,183.20259,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
24_431006_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,24_431006,-136.74315,183.43176,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
25_431453_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,25_431453,-139.76378,179.11717,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
25_431453_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,25_431453,-139.53461,182.87758,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
26_431750_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,26_431750,-141.68635,75.21953,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
26_431750_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,26_431750,-141.45719,78.97995,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
27_431863_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,27_431863,-141.62299,79.36401,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
27_431863_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,27_431863,-138.86257,79.59318,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
28_431907_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,28_431907,-141.38123,39.84026,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
28_431907_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,28_431907,-141.15207,42.60068,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
29_432204_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,29_432204,-140.57115,39.71129,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
29_432204_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,29_432204,-136.81074,39.94045,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
30_432255_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,30_432255,-125.73191,48.21572,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
30_432255_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,30_432255,-121.9715,48.44488,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
31_432601_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,31_432601,-119.08821,48.21572,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
31_432601_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,31_432601,-115.3278,48.44488,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
32_432784_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,32_432784,-121.37418,45.55549,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
32_432784_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,32_432784,-121.14501,48.3159,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
33_432803_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,33_432803,-119.89829,45.55549,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
33_432803_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,33_432803,-119.66913,48.3159,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
34_432918_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,34_432918,-23.62197,55.62767,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
34_432918_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,34_432918,-23.3928,58.38808,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
35_432957_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,35_432957,-16.96137,73.75103,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
35_432957_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,35_432957,-16.7322,76.51144,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
36_433165_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,36_433165,-5.92409,92.38894,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
36_433165_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,36_433165,-3.16367,92.61811,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
37_433384_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,37_433384,-6.02354,88.0148,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
37_433384_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,37_433384,-5.79437,91.77522,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
38_433434_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,38_433434,-21.36832,76.41125,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
38_433434_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,38_433434,-17.6079,76.64042,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
39_433622_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,39_433622,-22.77916,58.28789,1.56554,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
39_433622_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,39_433622,-19.01874,58.51706,3.13218,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
40_433844_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,40_433844,0.14157,43.34433,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
40_433844_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,40_433844,0.37073,47.10474,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
41_433925_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,41_433925,-2.62365,47.71847,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
41_433925_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,41_433925,0.13677,47.94763,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
42_433960_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,42_433960,-22.53937,72.01362,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
42_433960_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,42_433960,-22.3102,74.77404,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
43_434154_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,43_434154,-24.01526,66.42963,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
43_434154_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,43_434154,-23.78609,69.19005,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
44_434363_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,44_434363,-28.4222,66.20223,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
44_434363_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,44_434363,-24.66179,66.43139,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
45_434392_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,45_434392,-21.7096,74.73946,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
45_434392_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,45_434392,-17.94919,74.96863,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
46_434582_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,46_434582,-135.03888,39.07924,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
46_434582_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,46_434582,-134.80971,42.83965,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
47_434939_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,47_434939,-137.76472,43.48618,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
47_434939_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,47_434939,-135.00431,43.71535,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
48_434977_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,48_434977,-98.45751,122.91257,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
48_434977_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,48_434977,-98.22835,125.67299,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
49_435555_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,49_435555,-96.98163,122.91257,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
49_435555_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,49_435555,-96.75246,125.67299,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
50_435755_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,50_435755,-102.81853,122.52112,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
50_435755_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,50_435755,-99.05811,122.75029,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
51_435792_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,51_435792,-96.17155,122.52112,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
51_435792_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,51_435792,-92.41113,122.75029,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
52_435940_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,52_435940,-75.54819,126.13026,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
52_435940_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,52_435940,-71.78777,126.35943,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
53_436370_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,53_436370,-75.54819,126.76625,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
53_436370_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,53_436370,-71.78777,126.99542,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
54_436616_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,54_436616,-76.41076,126.96085,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
54_436616_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,54_436616,-76.18159,129.72126,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
55_436634_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,55_436634,-76.41076,123.27318,16.55897,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
55_436634_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,55_436634,-76.18159,126.0336,18.12562,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
56_437797_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,56_437797,-135.36745,182.10782,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
56_437797_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,56_437797,-133.39895,183.43176,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
57_437958_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,57_437958,-135.35761,128.5363,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
57_437958_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,57_437958,-133.38911,129.83399,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
58_437997_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,58_437997,-125.7874,124.95407,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
58_437997_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,58_437997,-124.46346,126.92257,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
59_438063_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,59_438063,-72.69029,125.75459,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
59_438063_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,59_438063,-70.72178,127.05228,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
60_438167_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,60_438167,-58.73688,162.0374,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
60_438167_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,60_438167,-57.22593,164.00591,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
61_438390_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,61_438390,-59.04199,145.25591,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
61_438390_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,61_438390,-57.64588,147.22441,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
62_438525_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,62_438525,-43.96173,135.94488,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
62_438525_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,62_438525,-42.56562,137.91339,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
63_438592_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,63_438592,-3.18241,91.32042,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
63_438592_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,63_438592,-1.21391,92.61811,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
64_438697_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,64_438697,-18.05614,71.22703,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
64_438697_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,64_438697,-16.7322,73.19554,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
65_438749_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,65_438749,-23.62197,52.76903,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
65_438749_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,65_438749,-22.29803,54.73753,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
66_438815_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,66_438815,-119.89829,42.86089,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
66_438815_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,66_438815,-118.57436,44.8294,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
67_438982_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,67_438982,-122.46895,42.86089,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
67_438982_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,67_438982,-121.14501,44.8294,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
68_439008_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,68_439008,-141.38123,43.4252,3.00197,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
68_439008_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,68_439008,-140.0573,45.3937,5.95472,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
69_439132_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,69_439132,-69.06168,134.66175,17.99541,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
69_439132_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,69_439132,-67.09318,136.05787,20.94816,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
70_439425_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,70_439425,-69.06168,115.51509,17.99541,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
70_439425_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,70_439425,-67.09318,116.81278,20.94816,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
71_439477_LowerLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-lowerleft,Component,71_439477,-103.10367,132.53077,17.99541,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
71_439477_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:58:02,Box-upperright,Component,71_439477,-101.80598,134.49928,20.94816,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
